cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
3;deterministic;3990.210958547872;3504.5400000000027;2975.883335254595;10470.63429380247;9434.82707004526;1500;0.9;1.0873953960277045e6;7.217338547722708e8;518675.00510464516;1.0037050074516233e6;7.243436301808554e8
