cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
2;deterministic;955,2845721;1064,53;778,9696901;2798,784262;2518,931056;1500;0,89833037;293379,3293;1,90E+08;141031,6674;267971,3889;1,90E+08
