cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
2;deterministic;3517.771181308113;3504.5400000000027;2779.8760467958814;9802.187228103998;8826.423507169922;1500;0.9;1.0225107623424396e6;6.565803419192797e8;489977.04959211865;938981.224167013;6.59031810955381e8
