cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
10;deterministic;7827.9296722576655;3504.5400000000027;3002.142579526718;14334.612251784387;12993.33621735357;1500;0.9;1.4735305993831712e6;1.2239997249406736e9;673496.7158666468;1.3822698103567627e6;1.227529022066277e9
