cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
2;deterministic;1219.6552282937002;775.9699999999999;767.761777961814;2763.3870062555143;2494.8819133111856;1500;0.8965112323859032;284180.4828459334;2.0611876306954184e8;133732.49802983872;265412.96950118995;2.0680208901991883e8
