cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
5;deterministic;1198.8191963482755;1064.5299999999997;817.4134110898193;3080.7626074380946;2777.244023714977;1500;0.8990790365980691;321192.7266329108;2.2111253496343315e8;152695.23840842268;295451.491884572;2.218818744203588e8
