cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
3;deterministic;1076,428267;1064,53;796,7080902;2937,666357;2646,202278;1500;0,898739931;307090,1548;2,05E+08;146764,3352;281510,8807;2,06E+08
