cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
10;deterministic;1424.7617523133456;1064.5299999999997;848.538352801827;3337.8301051151725;3012.8843047667315;1500;0.8973076652512106;346588.2269835001;2.5531629556066605e8;163289.18773262532;320519.6068900778;2.5614669258227286e8
