cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
3;deterministic;1988.9841345902962;775.9699999999999;794.5993973134207;3559.553531903717;3227.3014222506886;1500;0.897295180591181;363528.75921723776;3.132486090699802e8;165847.53524928296;343329.93853730726;3.141213153029843e8
