cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
5;deterministic;4734.857748013508;3504.5400000000027;2906.651984293823;11146.049732307334;10059.622870792058;1500;0.9;1.1556292533877918e6;8.162618864989929e8;544999.3091352275;1.0701726458289423e6;8.190326877073479e8
