cap;risk;PFAD;AF;CO;total biom;prod biod;demand;quality;prod cost;trans cost;process cost;hydro cost;total cost
1.0;0.1;108.51;175.23000000000002;1407.3791285649618;1691.1191285649618;1500.0;1500.0;0.8609774810906029;158542.72157084654;3.9343190121540174e7;85223.15642824808;159574.46808510637;3.974653046762437e7
1;-;108.51;175.23000000000002;1407.3791285649618;1691.1191285649618;1500.0;1500;0.8609774810906029;158542.72157084654;3.9343190121540174e7;85223.15642824808;159574.46808510637;3.974653046762436e7
